Business Name,Address,Phone,Services / Products,Website,Minority Type,Status,Kentucky Based
"TRUE INSPECTION SERVICES, LLC","600 Miami Street, Suite 200, Urbana, OH, 43078",(937) 360-1760 or (937) 947-6145 Fax: (937) 688-1709,"Related Services: 541330 - Specializing in Civil engineering services and Construction engineering services; 541350 - Specializing in Building inspection services; and 541618 - Specializing in Utilities management consulting services

Prequalified Consultant: bridge painting project inspection, brid",https://www.tisllc.com,Black-Owned,Active,No
TTHawkins Transportation LLC,"N/A, Lexington, KY, N/A",,"Trucking industry, delivery of freight, equipment, machinery, and vehicles",https://www.TTHAWKINSTRANSPORTATION.COM,Minority-Owned (general),Active,Yes
"TY Ink Promotions, Inc.","9220 Marlboro Cir, Louisville, KY, 40222",502-394-0802,"Logo Promotional Items: Lanyards, Backpacks, USB drives, mugs, tumblers; Logo apparel: Shirts,jackets, shorts, etc; Logo marketing merchandise; Logo caps and hats; Work Uniforms with logo",http://www.tyinkpromotions.com,Women-Owned,Active,Yes
"Tammy's T-Shirts, LLC","N/A, Georgetown, KY, N/A",502-868-6020,"Screen-printing logos, retail caps, jackets, shirts, etc.",https://www.tammystshirts.net,Women-Owned,Inactive,Yes
"Tammy’s Sweet Tasty Treats, LLC","N/A, Lexington, KY, N/A",859-221-0627,"Gourmet popcorn, cookies, candies, chocolate covered pretzels, chocolate covered strawberries, treats, treat sample boxes, and gifts",,"Minority-Owned (general), Women-Owned",No Website,Yes
"Tanisha's Mobile Bookkeeping Service, LLC","N/A, Louisville, KY, N/A",502-939-0200,"Bookkeeping, payroll & tax preparation",https://www.tanishamobilebookkeeping.com,"Minority-Owned (general), Women-Owned",Inactive,Yes
"TechStar Consulting, Inc","209 State Highway 121Bypass, Suite #36, Lewisville, TX, 75067",972-756-1300,Custom Computer Programming Services,http://www.techstargroup.com,Minority-Owned (general),Active,No
"Tenex Software Solutions, Inc.","N/A, Tampa, FL, N/A",813-545-5651,"Software development, election software, voter registration software, electronic poll book software",https://www.tenexsolutions.com,"Minority-Owned (general), Women-Owned",Active,No
Tera Consulting Inc.,"185 West John Stret, unit#7111, Hicksville, NY, 11802",516-732-1888, Office Supplies;  Office Furniture;  Janitorial Supplies;  Printers;  Toners;  Breakroom Supplies; Executive Recruitment Services; IT related services,http://www.teraconsultinginc.com,Minority-Owned (general),Active,No
"Terry Gollar Trucking, Inc.","241 Carter Avenue, Louisville, KY, 40229",502-957-3423,Services - hauling;,http://none,Women-Owned,Inactive,Yes
"Terry's Finishing Touch & JTRL, Inc.","N/A, Paris, KY, N/A",859-421-6271,Provide cleaning services to residential & commercial offices & new construction,,Women-Owned,No Website,Yes
The Baddest Stitch,"974 BRECKENRIDGE LN, Suite 297, Louisville, KY, 40207",502-309-9671,"The nature of my business is to design, create and sew unique fashions for women. Also, to provide employment for other women who are fashion designers and seamstresses.",,Minority-Owned (general),No Website,Yes
"The Delish Dish, LLC","N/A, Covington, KY, N/A",859-250-0881,"Full service catering and event planning, jams and jellies manufacturing",https://www.TheDelishDish.com,Women-Owned,Active,Yes
"The Décor Group of Northern KY, Inc.","N/A, Hebron, KY, N/A",859-586-4784,"Landscaping, lawn maintenance, interior & exterior holiday decorating & landscape lighting  design & installation",https://www.decorgroupnky.com,Women-Owned,Active,Yes
The Fence Co LLC,"N/A, Leitchfield, KY, N/A",270-259-0300,"Fabrication & installation of temporary fencing & gates, installation of permanent fencing, general contracting, landscaping",,Women-Owned,No Website,Yes
The Library Corporation,"1997 Middleway Pike, Bunker Hill, WV, 25413",304-229-0100,Integrated Library Automation Systems & Service; RFID Security; Automated Material Handling Conveyances; Self Serve Kiosks; SmartTech for Makerspace & STEM programs,https://tlcdelivers.com/,Women-Owned,Active,No
The Logo Warehouse,"10308 Arbor Oak Drive, Louisville, KY, 40229",502-708-0634,"Promotional Products & Apparel company specializing in Imprinting, Screen-print, Embroidery, Engraving and Art Design for Advertising Specialities",http://www.thelogowarehouse.com,"Black-Owned, Women-Owned",Active,Yes
"The Matrix Group, Inc.","N/A, Lexington, KY, N/A",859-263-8177,Market research and marketing consulting,https://www.tmgresearch.com,Women-Owned,Active,Yes
"The Owens Group, Inc","19 S. LaSalle, Ste. #500, Chicago, IL, 60603",312-368-5110,"Agencies, Brokerages, and Other Insurance Related Activities ; Administrative and Support and Waste Management and Remediation Services",http://www.toginsrisk.com,Minority-Owned (general),Active,No
"The Pink Notary Services, LLC","327 North 21st Street, Louisville, KY, 40203",502-767-6843,"Mobile Notary, loan signing agent, and house closings.",,Disability-Owned,No Website,Yes
The Voice of Your Customer,"2259 Gilbert Ave., Cincinnati, OH, 45206",513-281-3228,"Research & assessments, focus groups, interviews, mock juries, program compliance, audits and media compaigns.",http://www.thevoiceofyourcustomer.com,Minority-Owned (general),Active,No
"The Write Solution, LLC","N/A, Louisville, KY, N/A",502-593-2329,Public relations agency and communication,http://www.thewritesolutionllc.com/,Women-Owned,Active,Yes
"The Write Solution, LLC","4626 Oak Pointe Dr, Louisville, KY, 40245",502-593-2329,"Public Relations Consulting, Communications, Admin/Management Consulting",http://www.thewritesolutionllc.com,Women-Owned,Active,Yes
"Third Rock Consultants, LLC","2526 REGENCY ROAD STE 180, Caucasian American, KY, 40503",859-977-2000,Environmental consulting services;,http://www.thirdrockconsultants.com,Women-Owned,Active,Yes
"Three65 Ideas, LLC","10235 Morocco Rd., Houston, TX, 77041",281-978-0368,Three65 Ideas is a full-service marketing and advertising agency.,http://www.three65ideas.marketing,Veteran-Owned,Active,No
Tobacco Rose Farm Construction & Development Services Limited,"N/A, Lexington, KY, N/A",859-264-9905,"Landscaping services, concrete work, snow plowing, silt fencing, erosion control",https://www.tobaccorose.com,Women-Owned,Active,Yes
"Tomrook Steel, LLC","N/A, Bardstown, KY, N/A",502-349-9126,"Structural steel and miscellaneous steel fabrication, including stairs, mezzanines, handrails, pipe bollards, and structural steel frame work",https://www.tomrook.com,Women-Owned,Active,Yes
"Toni Levy & Associates, Inc.","5016 Centennial Blvd, SUITE 200, Nashville, TN, 37209",502-566-3030,"Water & Sewer line Construction, Supplies-Electrical, Plumbing& Building mat., accounting/Tax Servs;",http://www.levyeps.com,Women-Owned,Active,No
"Toni Levy & Associates, Inc.","N/A, Louisville, KY, N/A",502-566-3030,"Electrical & plumbing supplies; accounting, auditing, bookkeeping, CPA & tax services",https://www.tonilevya.com,"Minority-Owned (general), Women-Owned",Active,Yes
Tracking Solutions,"N/A, Murfreesboro, TN, N/A",615-337-9367,GPS & alcohol monitoring equipment for the criminal justice system,https://www.trackingsolutionsnow.com,Women-Owned,Active,No
"Tretter Financial Planning, LLC","N/A, Louisville, KY, N/A",502-387-7123,"Financial planning, investment management, retirement planning, budget counseling, insurance services & tax & estate Planning",https://www.tretterfinancialplanning.com,Women-Owned,Active,Yes
"Tri-A Solutions, LLC","N/A, Butler, KY, N/A",859-322-4578,"Form and pour concrete walls, pads, sidewalks, barn floors, and feed pads",https://www.tri-a.net,Women-Owned,Inactive,Yes
"Tri-State Industry Services, LLC","N/A, Covington, KY, N/A",859-552-4321,"Pressure washing, seal coating, and parking lot striping",,Minority-Owned (general),No Website,Yes
"Trimen Solutions, LLC","N/A, Louisville, KY, N/A",502-365-2747,"Employment placement agency, temporary help services, executive search services, and human resources consulting",https://www.trimensolutions.com,"Minority-Owned (general), Women-Owned",Inactive,Yes
"Triyam, Inc.","N/A, Lexington, KY, N/A",734-834-8581,"Information technology services and products, provides data extraction, migration & archival for patient electronic  medical records & financial records for ERP",https://www.triyam.com,Minority-Owned (general),Active,Yes
"Turner Communications, LLC","N/A, Paducah, KY, N/A",270-444-6276,Aggregator of telecommunication services and consulting,https://www.turnercomm.com,Women-Owned,Inactive,Yes
"Twin Cedars Custom Embroidery & Screen Printing, Inc.","N/A, Irvine, KY, N/A",606-723-7344,"Trophies, screen printing, embroidery, promotional items, signs, banners",https://www.Twincedarscustomembroidery.com,Women-Owned,Active,Yes
"ULTRA TECHNIC CONSTRUCTION, LLC","6531 West Chester Road, West Chester, OH, 45069",(513) 755-7879 or (513) 615-2966 Fax: (513) 755-8923,"Related Services: 236220 - Specializing in Addition, alteration and renovation as general contractors of commercial and institutional building; commercial warehouse; industrial warehouse; Office building construction; Warehouse construction (e.g., commercial, industrial, manufacturing, private); War",https://N/A,Black-Owned,Inactive,No
"ULTRA TECHNIC SERVICES, INC.","6531 West Chester Road, West Chester, OH, 45069",(513) 755-7879 or (513) 615-2966 Fax: (513) 755-8923,"Related Services: 541330 - Specializing in Civil engineering services, Construction engineering services, Consulting engineers' offices, Consulting engineers' private practices, Engineering consulting services, Engineering design services, Engineering services, Engineers' offices, Engineers' private",https://N/A,Black-Owned,Inactive,No
"UP DEVELOPMENT PLANNING, LLC","123 S. Broad Street, Suite 2042, Philadelphia, PA, 19109",(215) 829-1901,"Related Services: 541320 – Specializing in city planning services, town planning services, and urban planning services (Landscape Architectural license not required)",https://www.urbanpartners.us,Asian-Owned,Active,No
US HYDROVAC INC.,"2075 S Belmont Ave, Suite C, Indianapolis, IN, 46221",317-296-8003,"Full service hydro-excavation company providing services such as potholing, test holes, utility exposing, trenching, light excavation, dewatering, pipeline camera inspection, both manual and robotic inspection, line locating, jetting and utility line cleaning services.",http://www.ushydrovac.com,Minority-Owned (general),Active,No
"Underchief Construction & Remodeling, LLC","N/A, Maysville, KY, N/A",513-284-0755,"Painting, drywall, demolition, carpentry, flooring, concrete, clearing, sitework, renovations",,Minority-Owned (general),No Website,Yes
"United American Supply, LLC","N/A, Nicholasville, KY, N/A",859-881-1850,Distribute personal & industrial safety supplies & janitorial supplies,https://www.unitedamericansupply.com,Minority-Owned (general),Active,Yes
United Industrial Services. LLC,"2187 Watterson Trail, Louisville, KY, 40299",502-708-2028,Industrial electrical and mechanical installations and service,,Women-Owned,No Website,Yes
"United Integrity Construction & Property Management, LLC","N/A, Louisville, KY, N/A",502-930-6035,"Installation and removal of doors and windows, framing, drywall, metal studs, and acoustical ceilings",https://www.uicpmllc.com,"Minority-Owned (general), Women-Owned",Inactive,Yes
"Unlimited Graphics, INC.","N/A, LaCenter, KY, N/A",270-665-5750,"Commercial screen printing, embroidery, offset printing & promotional products",https://www.unlimitedgraphics.com,Women-Owned,Active,Yes
"V-Soft Consulting Group, Inc.","N/A, Louisville, KY, N/A",502-425-8425,"IT staffing, managed services, IT business solutions and IT engineering, custom application development, systems and software assessments, infrastructure design and installation, and upgrades and implementations",https://www.vsoftconsulting.com,"Minority-Owned (general), Women-Owned",Active,Yes
"VEACH TRUCKING, INC.","1072 California Pike, Beaver, OH, 45613-9779",(740) 370-6716 ext. 100 or (740) 820-2458 Fax: (740) 820-3400,"Related Services: 484220 - Specializing in agricultural products trucking, bulk liquids trucking, dump trucking (e.g., gravel, sand, top-soil), farm products hauling, local; flatbed trucking, local; grain hauling, local; sand hauling, local; tanker trucking (e.g., chemical, juice, milk, petroleum), ",https://N/A,Women-Owned,Inactive,No
"VIC ENTERPRISES, INC.","9750 Childress Road, West Paducah, KY, 42086",(270) 210-5324 Fax: (270) 557-7534,"Related Services: 237210 - Specializing in building lot subdividing, land (except cemeteries) subdivides, land acquisition, assembling and subdividing, land developers (i.e. subdividing and installing infrastructure), land subdividing and utility installation (e.g., electric, sewer and water), prepa",https://N/A,Women-Owned,Inactive,Yes
"VIC Enterprises, Inc.","N/A, Murray, KY, N/A",270-210-5324,"General Contractor, grade & drain, demolition, tree trimming, concrete, bridges not more than 100', seeding & protection, tree removal",https://www.vicenterprises.com,Women-Owned,Active,Yes
